Fecha:aaaamm,D4,D3,D2,D1,D0,Ano,Average D4,Average D3,Average D2,Average D1,Average D0
198001,16.7612829974454,30.755038319614,40.7749077490775,11.7087709338632,0,1980,38.2131705932444,18.632320938594,21.9912006812376,11.1170549575318,7.17155396406036
198002,84.7005393130854,9.82117513482827,5.47828555208629,0,0,1981,73.2259437978995,10.6845491531838,6.1571577254234,3.99753997539975,4.33106254139465
198003,55.7337496451888,19.6281578200397,23.9710474027817,0.667045131989781,0,1982,30.7022108682625,12.4609707635538,20.6358217428328,10.8666855899328,8.28247705553978
198004,72.6227646891854,25.2057905194437,2.17144479137099,0,0,1983,87.4846248462485,2.48486138707541,3.26781152426909,2.67527675276753,3.05610748415176
198005,43.1592392847005,30.5421515753619,26.2986091399376,0,0,1984,81.2452236948405,4.35235121581985,4.6421137288296,2.72849843883054,4.00227079193868
198006,40.0652852682373,33.8064149872268,24.5529378370707,1.14958841896111,0.425773488504116,1985,67.8328129435141,17.544233134639,11.7347904248273,2.23294540637714,0.631564007947772
198007,29.8041441952881,26.0573374964519,23.1478853250071,17.8682940675561,2.78172012489356,1986,86.1434383574605,7.91465606963762,4.42686157630807,0.884662692780773,0.630381303813038
198008,42.8044280442804,8.30258302583026,30.4144195288107,11.2546125461255,5.00993471473176,1987,61.0819377424543,14.2385750780585,12.6088087803955,6.65152805374207,4.1
198009,12.4042009650866,11.2829974453591,21.1183650298041,22.651149588419,26.0999148453023,1988,61.8542435424354,13.4083167754755,17.9286119784275,4.61609423786546,1.9
198010,26.3837638376384,12.7164348566563,29.2222537609992,19.6707351688902,12.0068123758161,1989,57.3706121676601,13.3184312612357,14.5094143249125,5.67697984672155,4.47771785410162
198011,16.6051660516605,9.43797899517457,13.6389440817485,24.1555492478002,28.2855520862901,1990,87.8855615479232,8.29075598448293,3.13298325290946,0.496735736588135,0.193963478096319
198012,17.513482827136,6.03179108714164,23.1053079761567,34.728924212319,18.6204938972467,1991,59.7584918156874,9.93353202762797,16.2976629766298,7.71123095846343,5.71719178730249
198101,91.3567981833665,8.64320181663355,0,0,0,1992,58.6053552843221,5.74321127826663,16.7,10.3,6.5
198102,72.6653420380358,15.6400794777179,11.4533068407607,0.241271643485666,0,1993,78.1956665720504,12.0777746239001,8.2339861860157,1.25011827041347,0.242454347620399
198103,100,0,0,0,0,1994,33.4705270129624,14.8523985239852,28.9868956381872,8.54385466931592,8.37472797804901
198104,99.3329548680102,0.667045131989781,0,0,0,1995,47.144952218753,12.4526918346106,20.3602516794399,10.9908695240798,6.22102374869903
198105,100,0,0,0,0,1996,30.4333427949664,14.2243826284417,17.7985145236068,12.3344214211373,12.9730816538935
198106,99.9716151007664,0.028384899233608,0,0,0,1997,49.5233702337023,11.1517172864036,28.5930551613209,7.58941243258587,2.24832056012868
198107,93.0315072381493,3.59068975305138,3.26426341186489,0.113539596934431,0,1998,46.1479326331725,12.340334941811,24.3270413473365,11.5242690888447,4.60781530892232
198108,34.2179960261141,13.5112120351973,18.4076071529946,9.32443939824014,13.1422083451604,1999,13.2202668180528,5.58118081180812,13.6034629577065,12.0422934998581,22.9622007758539
198109,60.0056769798467,28.2713596366733,11.1126880499574,0.610275333522566,0,2000,29.3795534109187,2.81601854480083,9.14703377803009,10.1606112214968,20.9740751253666
198110,62.1203519727505,30.0879931876242,7.64973034345728,0.141924496168039,0,2001,56.8797899517457,18.379222253761,15.9333901031318,6.91054025924875,1.9
198111,66.0090831677548,24.6380925347715,9.35282429747374,0,0,2002,26.3553789384048,12.8583593528243,31.314457375343,12.2031412621818,9.1754186772637
198112,0,3.13653136531365,12.6454726085722,37.5390292364462,38.8305421515754,2003,57.4167376289147,20.1722017220172,16.1273535812281,2.31810010407796,1.73502696565428
198201,67.4567130286687,32.5432869713313,0,0,0,2004,71.150298041442,12.1629293216009,11.5017977102848,3.72196991200681,1.28559939445548
198202,0,4.92478001703094,70.1248935566279,24.9503264263412,0,2005,49.9207588229728,9.21089980130571,16.9516983631375,8.00454158387737,6.5
198203,25.830258302583,15.1575361907465,25.5322168606301,20.1107011070111,13.3692875390292,2006,43.5850127732047,7.84251111741887,12.9257734885041,14.5318857034724,11.5006150061501
198204,13.7950610275334,26.2844166903208,51.518592108998,6.79818336644905,1.60374680669884,2007,53.4795155643864,17.58444507522,20.0503831961397,6.08737818147412,2.6634497114202
198205,83.2671019017883,15.6684643769515,1.06443372126029,0,0,2008,47.4382628441669,19.7925536947677,12.6017125555871,2.16671397483205,7.76800075693065
198206,0,0.3690036900369,21.2602895259722,33.9625319330116,27.7036616520011,2009,43.001939634781,17.8257167187057,26.6238527769893,7.82713596366733,3.26899422840383
198207,48.8362191314221,12.517740562021,27.4340051092819,10.4740278172013,0.738007380073801,2010,56.6574415744157,9.17778408553316,12.0706783990917,9.83536758444507,7.29491910303719
198208,33.721260289526,11.141072949191,21.4589838206074,14.6040306556912,12.9009367016747,2011,31.6503453496074,7.65209575172675,16.4644242596272,19.9096414041064,8.8135112120352
198209,27.2353108146466,19.0036900369004,29.0519443655975,9.57990349134261,9.1825149020721,2012,40.6767433058946,17.8008799318762,24.5328318667802,10.3037184217996,4.97800170309395
198210,0,0,0.18450184501845,9.9205222821459,33.8915696849276,2013,41.3083073138424,14.8027249503264,26.37666761283,9.92880121108904,5.19207115148075
198211,88.0783423218848,11.9216576781152,0,0,0,2014,40.0913047592014,7.30201532784559,18.3330967925064,12.317863563251,12.7649257261803
198212,100,0,0,0,0,2015,81.3073611505346,8.73781814741225,8.45515185921089,1.00648121865834,0.4
198301,100,0,0,0,0,2016,46.8362664395875,15.9700539313086,22.0550667045132,9.23928470053931,5.07380073800738
198302,100,0,0,0,0,2017,39.8772353108146,15.0723814930457,18.7766108430315,12.2977575929605,10.3060838300691
198303,100,0,0,0,0,2018,50.5475920143817,9.92525309868484,13.2309111552654,7.64145141451415,7.71596177500237
198304,99.9006528526824,0.099347147317627,0,0,0,2019,70.4666950515659,8.97790708676318,12.1321790140978,2.72968114296528,2.23531081464661
198305,94.3088277036617,1.17797331819472,3.95969344308828,0.539313085438547,0.014192449616804,2020,45.5435708203236,8.74609707635538,11.8424165010881,4.14064717570252,9.72655880404958
198306,0.865739426625036,5.05251206358217,22.6085722395686,26.6534203803577,32.8413284132841,2021,16.8819188191882,17.6837922225376,35.2079193868862,13.5218563724099,11.0949474879364
198307,70.550667045132,17.7547544706216,9.15413000283849,2.18563724098779,0.354811240420097,,,,,,
198308,87.0281010502413,2.89525972182799,3.49134260573375,2.72495032642634,3.46295770650014,,,,,,
198309,97.1615100766392,2.83848992336077,0,0,0,,,,,,
198310,100,0,0,0,0,,,,,,
198311,100,0,0,0,0,,,,,,
198312,100,0,0,0,0,,,,,,
198401,97.3885892705081,2.11467499290378,0.496735736588135,0,0,,,,,,
198402,21.1467499290378,11.8790803292648,24.8651717286404,14.3627590122055,13.0002838489923,,,,,,
198403,0,0.042577348850412,7.3658813511212,18.379222253761,35.0269656542719,,,,,,
198404,100,0,0,0,0,,,,,,
198405,98.8220266818053,0.851546977008232,0.326426341186489,0,0,,,,,,
198406,98.0272495032643,1.24893556627874,0.723814930456997,0,0,,,,,,
198407,100,0,0,0,0,,,,,,
198408,100,0,0,0,0,,,,,,
198409,48.2685211467499,34.0618790803293,17.6695997729208,0,0,,,,,,
198410,93.7978995174567,1.94436559750213,4.25773488504116,0,0,,,,,,
198411,99.9148453022992,0.085154697700823,0,0,0,,,,,,
198412,100,0,0,0,0,,,,,,
198501,94.1669032074936,5.70536474595515,0.127732046551235,0,0,,,,,,
198502,99.276185069543,0.695430031223389,0.028384899233608,0,0,,,,,,
198503,69.9829690604598,13.8518308260006,15.8813511212035,0.283848992336077,0,,,,,,
198504,95.5719557195572,2.86687482259438,1.56116945784842,0,0,,,,,,
198505,50.581890434289,12.0210048254329,27.7320465512347,8.55804711893273,1.1070110701107,,,,,,
198506,61.2829974453591,19.755889866591,7.94777178541016,9.48055634402498,1.53278455861482,,,,,,
198507,46.7215441385183,37.7944933295487,14.760147601476,0.723814930456997,0,,,,,,
198508,18.8049957422651,30.9537326142492,39.8240136247516,5.19443655975021,4.93897246664774,,,,,,
198509,52.5830258302583,28.4132841328413,16.4490491058757,2.55464093102469,0,,,,,,
198510,100,0,0,0,0,,,,,,
198511,100,0,0,0,0,,,,,,
198512,25.0212886744252,58.4728924212319,16.5058189043429,0,0,,,,,,
198601,17.0309395401646,58.3025830258303,24.5529378370707,0.113539596934431,0,,,,,,
198602,100,0,0,0,0,,,,,,
198603,89.3130854385467,5.36474595515186,5.32216860630145,0,0,,,,,,
198604,76.4547260857224,5.16605166051661,13.241555492478,4.85381776894692,0.283848992336077,,,,,,
198605,87.8512631280159,2.00113539596934,2.85268237297758,2.69656542719273,4.59835367584445,,,,,,
198606,92.8753902923645,0.610275333522566,0.879931876241839,2.9520295202952,2.68237297757593,,,,,,
198607,96.7641214873687,3.23587851263128,0,0,0,,,,,,
198608,99.2903775191598,0.638660232756174,0.070962248084019,0,0,,,,,,
198609,84.1044564291797,13.3550950894124,2.54044848140789,0,0,,,,,,
198610,99.0491058756741,0.908316775475447,0.042577348850412,0,0,,,,,,
198611,91.0019869429464,5.37893840476866,3.61907465228498,0,0,,,,,,
198612,99.9858075503832,0.014192449616804,0,0,0,,,,,,
198701,56.0175986375248,35.4669315923929,8.51546977008232,0,0,,,,,,
198702,91.6832245245529,3.690036900369,4.62673857507806,0,0,,,,,,
198703,54.5699687766108,28.3565143343741,15.2001135395969,1.87340334941811,0,,,,,,
198704,90.8174850979279,1.53278455861482,5.18024411013341,2.46948623332387,0,,,,,,
198705,99.8438830542152,0.156116945784842,0,0,0,,,,,,
198706,78.7539029236446,16.6335509508941,4.61254612546126,0,0,,,,,,
198707,5.86148169173999,6.03179108714164,17.1728640363327,23.8291229066137,32.1742832812944,,,,,,
198708,69.5855804711893,23.1478853250071,6.94010786261709,0.326426341186489,0,,,,,,
198709,30.9821175134828,14.5046835083735,32.3587851263128,13.7524836786829,7.97615668464377,,,,,,
198710,38.2628441669032,6.64206642066421,17.6695997729208,27.9023559466364,9.52313369287539,,,,,,
198711,20.5222821458984,30.7834232188476,39.0292364462106,9.66505818904343,0,,,,,,
198712,96.0828839057622,3.91711609423787,0,0,0,,,,,,
198801,85.097927902356,13.5537893840477,1.34828271359637,0,0,,,,,,
198802,8.37354527391428,19.3443088277037,69.9120068123758,2.37013908600625,0,,,,,,
198803,76.5398807834232,16.931592392847,6.42917967641215,0.099347147317627,0,,,,,,
198804,100,0,0,0,0,,,,,,
198805,67.1870564859495,12.0635821742833,14.0789100198694,6.67045131989782,0,,,,,,
198806,34.728924212319,41.6264547260857,23.5310814646608,0.113539596934431,0,,,,,,
198807,98.1124042009651,1.14958841896111,0.652852682372978,0.085154697700823,0,,,,,,
198808,65.1291512915129,10.9423786545558,11.7087709338632,8.10388873119501,2.71075787680954,,,,,,
198809,8.99801305705365,3.25007096224808,50.5676979846722,24.4535906897531,10.7436843599205,,,,,,
198810,82.8697133125178,16.8038603462958,0.326426341186489,0,0,,,,,,
198811,37.7803008799319,16.9741697416974,22.2821458983821,13.4970195855805,9.46636389440818,,,,,,
198812,77.4340051092819,8.26000567697985,14.3059892137383,0,0,,,,,,
198901,100,0,0,0,0,,,,,,
198902,47.0621629293216,16.0232756173716,17.1019017882487,15.6400794777179,4.17258018734034,,,,,,
198903,77.9449332954868,9.67925063866023,10.0766392279307,1.85921089980131,0.43996593812092,,,,,,
198904,30.8827703661652,28.4842463809254,15.3278455861482,7.52199829690605,17.1870564859495,,,,,,
198905,79.0235594663639,8.75674141356798,8.57223956854953,2.05790519443656,1.34828271359637,,,,,,
198906,31.1382344592677,19.5855804711893,25.1915980698269,14.547260857224,7.38007380073801,,,,,,
198907,78.3990916832245,18.3366449049106,3.26426341186489,0,0,,,,,,
198908,93.3153562304854,5.27959125745104,1.31989781436276,0.085154697700823,0,,,,,,
198909,0,0.014192449616804,6.95430031223389,18.0386034629577,22.2963383479989,,,,,,
198910,45.7422651149588,9.97729208061311,41.5129151291513,2.76752767527675,0,,,,,,
198911,44.0959409594096,26.4973034345728,24.9077490774908,4.49900652852682,0,,,,,,
198912,60.8430315072382,17.1870564859495,19.8836219131422,1.1070110701107,0.908316775475447,,,,,,
199001,90.5620210048254,6.34402497871133,3.09395401646324,0,0,,,,,,
199002,85.0837354527391,10.999148453023,3.91711609423787,0,0,,,,,,
199003,68.3650298041442,14.5614533068408,8.85608856088561,5.8898665909736,2.32756173715583,,,,,,
199004,56.9826852114675,38.1067272211184,4.91058756741414,0,0,,,,,,
199005,69.2165767811524,18.7624183934147,12.0210048254329,0,0,,,,,,
199006,95.9977292080613,3.64745955151859,0.354811240420097,0,0,,,,,,
199007,100,0,0,0,0,,,,,,
199008,97.1189327277888,0.950894124325859,1.85921089980131,0.070962248084019,0,,,,,,
199009,99.8722679534488,0.127732046551235,0,0,0,,,,,,
199010,96.9344308827704,3.00879931876242,0.056769798467215,0,0,,,,,,
199011,96.6647743400511,1.80244110133409,1.53278455861482,0,0,,,,,,
199012,97.828555208629,1.17797331819472,0.99347147317627,0,0,,,,,,
199101,97.5163213170593,2.48367868294068,0,0,0,,,,,,
199102,99.4323020153279,0.567697984672154,0,0,0,,,,,,
199103,100,0,0,0,0,,,,,,
199104,0.879931876241839,6.03179108714164,30.6556911722963,34.2179960261141,27.9733181947204,,,,,,
199105,87.8512631280159,9.90632983252909,1.53278455861482,0.709622480840193,0,,,,,,
199106,53.2074936133977,14.9872267953449,14.3059892137383,9.1825149020721,8.31677547544706,,,,,,
199107,7.79165483962532,11.2971898949759,63.894408174851,13.6957138802157,3.3210332103321,,,,,,
199108,3.60488220266818,15.3704229349986,27.1217712177122,24.5387453874539,23.0201532784559,,,,,,
199109,50.8515469770082,18.8191881918819,15.413000283849,8.54385466931593,5.97502128867443,,,,,,
199110,26.2560317910871,29.8041441952881,42.2934998580755,1.64632415554925,0,,,,,,
199111,89.7104740278172,9.9347147317627,0.354811240420097,0,0,,,,,,
199112,100,0,0,0,0,,,,,,
199201,100,0,0,0,0,,,,,,
199202,100,0,0,0,0,,,,,,
199203,100,0,0,0,0,,,,,,
199204,100,0,0,0,0,,,,,,
199205,99.7871132557479,0.212886744252058,0,0,0,,,,,,
199206,4.91058756741414,8.26000567697985,19.897814362759,25.6031791087142,25.9721827987511,,,,,,
199207,14.618223105308,9.65086573942663,28.4274765824581,23.2472324723247,20.2526256031791,,,,,,
199208,44.6778313936986,12.4893556627874,25.035481124042,13.9227930740846,3.59068975305138,,,,,,
199209,31.5214305989214,7.22395685495316,26.483110984956,16.2219699120068,13.6957138802157,,,,,,
199210,9.79279023559466,18.3650298041442,43.0173147885325,21.2319046267386,7.13880215725234,,,,,,
199211,1.31989781436276,9.35282429747374,58.1322736304286,23.9142776043145,7.28072665342038,,,,,,
199212,96.6363894408175,3.36361055918252,0,0,0,,,,,,
199301,100,0,0,0,0,,,,,,
199302,100,0,0,0,0,,,,,,
199303,52.8668748225944,23.3465796196424,21.274481975589,2.51206358217428,0,,,,,,
199304,77.8030087993188,4.74027817201249,6.9826852114675,7.97615668464377,2.49787113255748,,,,,,
199305,100,0,0,0,0,,,,,,
199306,73.3323871700256,19.9403917116094,6.72722111836503,0,0,,,,,,
199307,50.7380073800738,33.3664490491059,15.8955435708203,0,0,,,,,,
199308,41.0019869429464,21.4022140221402,32.6710190178825,4.51319897814363,0.411581038887312,,,,,,
199309,84.8992336077207,12.6880499574227,2.41271643485666,0,0,,,,,,
199310,91.172296338348,8.26000567697985,0.567697984672154,0,0,,,,,,
199311,100,0,0,0,0,,,,,,
199312,66.5342038035765,21.1893272778882,12.2764689185353,0,0,,,,,,
199401,0,4.79704797047971,73.374964518876,21.7570252625603,0.070962248084019,,,,,,
199402,20.6358217428328,31.0672722111837,48.2969060459835,0,0,,,,,,
199403,12.659665058189,20.4938972466648,34.9701958558047,17.3999432302015,14.4762986091399,,,,,,
199404,16.5342038035765,28.1436275901221,28.9809821175135,14.3485665625887,9.67925063866023,,,,,,
199405,29.1512915129151,26.1708770933863,28.796480272495,8.18904342889583,6.9684927618507,,,,,,
199406,84.3599205222822,7.91938688617655,7.7206925915413,0,0,,,,,,
199407,0,0.709622480840193,11.8932727788816,15.0298041441953,37.7519159806983,,,,,,
199408,2.46948623332387,5.57763269940392,21.9557195571956,14.9588418961113,25.6599489071814,,,,,,
199409,31.3227363042861,20.8912858359353,33.6644904910588,6.89753051376668,4.99574226511496,,,,,,
199410,6.89753051376668,30.3008799318762,57.961964235027,3.94550099347147,0.894124325858643,,,,,,
199411,97.615668464377,2.15725234175419,0.227079193868862,0,0,,,,,,
199412,100,0,0,0,0,,,,,,
199501,91.2290661368152,7.63553789384048,1.13539596934431,0,0,,,,,,
199502,97.686630712461,2.31336928753903,0,0,0,,,,,,
199503,69.7133125177406,23.658813511212,6.6278739710474,0,0,,,,,,
199504,80.9395401646324,13.9795628725518,4.62673857507806,0.454158387737724,0,,,,,,
199505,38.787964802725,24.6948623332387,24.0845869997162,10.34629577065,2.08629009367017,,,,,,
199506,5.80471189327278,1.39086006244678,18.1379506102753,32.8839057621345,25.4470621629293,,,,,,
199507,0.212886744252058,1.54697700823162,21.0474027817201,28.8390576213454,30.7266534203804,,,,,,
199508,25.759296054499,18.1521430598921,43.5992052228215,10.7578768095373,1.73147885325007,,,,,,
199509,57.1246097076355,19.1598069826852,19.897814362759,3.81776894692024,0,,,,,,
199510,15.7252341754187,23.0485381776895,41.6974169741697,14.5046835083735,5.02412716434857,,,,,,
199511,82.7561737155833,7.93357933579336,8.51546977008232,0.794777178541016,0,,,,,,
199512,0,5.91825149020721,54.9531649162646,29.4919103037184,9.63667328980982,,,,,,
199601,0,0,26.6959977292081,48.2685211467499,25.035481124042,,,,,,
199602,17.3431734317343,11.581038887312,60.2895259721828,10.7862617087709,0,,,,,,
199603,1.07862617087709,1.19216576781152,15.8813511212035,28.6687482259438,48.4672154413852,,,,,,
199604,0,4.3996593812092,17.2864036332671,35.5378938404769,40.7181379506103,,,,,,
199605,1.43343741129719,7.97615668464377,14.3627590122055,9.22509225092251,21.5725234175419,,,,,,
199606,60.5591825149021,7.09622480840193,8.77093386318479,2.54044848140789,5.00993471473176,,,,,,
199607,84.2321884757309,8.77093386318479,4.83962531933012,1.27732046551235,0.752199829690605,,,,,,
199608,50.2554640931025,25.9721827987511,19.8126596650582,3.95969344308828,0,,,,,,
199609,81.4362759012206,13.3550950894124,4.4280442804428,0.780584728924212,0,,,,,,
199610,47.2324723247233,32.6710190178825,19.9403917116094,0.156116945784842,0,,,,,,
199611,21.5583309679251,56.9826852114675,19.3868861765541,2.07209764405336,0,,,,,,
199612,0.070962248084019,0.695430031223389,1.88759579903491,4.74027817201249,14.1214873687198,,,,,,
199701,2.28498438830542,7.53619074652285,70.0681237581607,18.4927618506954,1.61793925631564,,,,,,
199702,0.411581038887312,7.43684359920522,79.6764121487369,12.4751632131706,0,,,,,,
199703,27.2353108146466,31.3936985523701,26.3269940391712,9.82117513482827,5.09508941243259,,,,,,
199704,96.89185353392,2.85268237297758,0.25546409310247,0,0,,,,,,
199705,80.8827703661652,4.86801021856372,11.2404200965087,2.72495032642634,0.283848992336077,,,,,,
199706,52.5262560317911,12.7590122055067,32.0749361339767,2.49787113255748,0.141924496168039,,,,,,
199707,9.13993755322169,10.34629577065,32.4723247232472,20.2384331535623,17.2012489355663,,,,,,
199708,55.790519443656,12.4325858643202,22.8924212319046,7.01107011070111,1.87340334941811,,,,,,
199709,60.0766392279307,17.8966789667897,19.173999432302,2.48367868294068,0.3690036900369,,,,,,
199710,17.8257167187056,18.0669883621913,48.3820607436844,15.3278455861482,0.397388589270508,,,,,,
199711,91.2148736871984,8.23162077774624,0.553505535055351,0,0,,,,,,
199712,100,0,0,0,0,,,,,,
199801,6.68464376951462,7.87680953732614,37.0564859494749,29.378370706784,13.9795628725518,,,,,,
199802,100,0,0,0,0,,,,,,
199803,99.9716151007664,0.028384899233608,0,0,0,,,,,,
199804,39.8240136247516,27.4340051092819,29.9034913426057,2.83848992336077,0,,,,,,
199805,22.2253760999148,15.7961964235027,37.6383763837638,13.894408174851,6.9826852114675,,,,,,
199806,99.2336077206926,0.766392279307409,0,0,0,,,,,,
199807,78.2855520862901,3.88873119500426,8.58643201816634,8.68577916548396,0.553505535055351,,,,,,
199808,42.1941527107579,24.7942094805563,23.5310814646608,4.96735736588135,2.69656542719273,,,,,,
199809,37.0139086006245,12.7448197558899,27.6043145046835,10.0340618790803,10.7862617087709,,,,,,
199810,0.965086573942663,12.5461254612546,54.1300028384899,29.4067556060176,2.9520295202952,,,,,,
199811,16.6477434005109,36.687482259438,40.0936701674709,6.57110417258019,0,,,,,,
199812,10.7294919103037,5.5208629009367,33.3806414987227,32.5149020720977,17.3431734317343,,,,,,
199901,0.326426341186489,1.66051660516605,5.22282145898382,13.5679818336645,33.5083735452739,,,,,,
199902,4.95316491626455,1.02185637240988,2.35594663638944,8.20323587851263,15.8955435708203,,,,,,
